date,origin,destination,vessel_type,estimated_charter_rate_usd_day,one_way_voyage_days,one_way_bunker_cost_usd,one_way_cost_usd_mt,commercial_voyage_days,commercial_bunker_cost_usd,estimated_spot_freight_usd_mt,estimated_freight_rate_usd_mt,estimated_freight_rate_inr_mt,calibration_status,methodology,data_type
2024-01-15,NEWCASTLE_AU,VIZAG,PANAMAX,14000.0,20.53,350909.41,10.55,38.11,605659.3,18.42,18.42,1527.08,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-16,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,162864.29,6.72,20.83,281643.39,11.67,11.67,969.28,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-16,KALIMANTAN_ID,PARADIP,CAPESIZE,36063.76,10.13,240199.03,4.44,19.46,416745.63,7.9,7.9,656.35,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-16,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,154762.47,6.32,19.46,268913.86,11.13,11.13,924.12,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-16,KALIMANTAN_ID,VIZAG,CAPESIZE,36063.76,10.51,232185.13,4.48,19.58,401500.94,7.84,7.84,650.96,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-16,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,149908.31,6.35,19.58,259432.0,11.02,11.02,915.43,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-16,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,359821.98,12.14,39.06,620903.01,21.34,21.34,1771.99,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-16,NEWCASTLE_AU,PARADIP,CAPESIZE,36063.76,19.98,547945.43,8.34,37.69,946838.8,14.89,14.89,1236.55,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-16,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,351720.16,11.73,37.69,608173.49,20.79,20.79,1726.83,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-16,NEWCASTLE_AU,VIZAG,CAPESIZE,36063.76,20.53,544935.53,8.44,38.11,940213.5,14.94,14.94,1240.59,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-16,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,350068.57,11.86,38.11,604208.04,20.85,20.85,1731.19,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-17,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,162603.49,6.72,20.83,281192.39,11.66,11.66,969.79,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-17,KALIMANTAN_ID,PARADIP,CAPESIZE,36703.15,10.13,239814.41,4.48,19.46,416078.31,7.97,7.97,662.82,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-17,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,154514.65,6.31,19.46,268483.26,11.12,11.12,924.61,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-17,KALIMANTAN_ID,VIZAG,CAPESIZE,36703.15,10.51,231813.33,4.52,19.58,400858.02,7.91,7.91,657.47,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-17,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,149668.27,6.35,19.58,259016.58,11.02,11.02,915.93,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-17,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,359245.8,12.13,39.06,619908.77,21.32,21.32,1772.72,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-17,NEWCASTLE_AU,PARADIP,CAPESIZE,36703.15,19.98,547068.01,8.41,37.69,945322.64,15.02,15.02,1248.94,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-17,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,351156.96,11.73,37.69,607199.63,20.78,20.78,1727.54,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-17,NEWCASTLE_AU,VIZAG,CAPESIZE,36703.15,20.53,544062.93,8.52,38.11,938707.96,15.07,15.07,1253.12,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-17,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,349508.01,11.85,38.11,603240.54,20.83,20.83,1731.92,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-18,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,162473.1,6.72,20.83,280966.9,11.66,11.66,969.64,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-18,KALIMANTAN_ID,PARADIP,CAPESIZE,40225.49,10.13,239622.09,4.69,19.46,415744.64,8.37,8.37,696.26,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-18,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,154390.74,6.31,19.46,268267.95,11.12,11.12,924.47,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-18,KALIMANTAN_ID,VIZAG,CAPESIZE,40225.49,10.51,231627.44,4.73,19.58,400536.56,8.31,8.31,691.12,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-18,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,149548.24,6.34,19.58,258808.87,11.01,11.01,915.8,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-18,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,358957.71,12.13,39.06,619411.65,21.32,21.32,1772.35,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-18,NEWCASTLE_AU,PARADIP,CAPESIZE,40225.49,19.98,546629.31,8.83,37.69,944564.56,15.8,15.8,1313.66,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-18,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,350875.36,11.72,37.69,606712.7,20.77,20.77,1727.17,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-18,NEWCASTLE_AU,VIZAG,CAPESIZE,40225.49,20.53,543626.64,8.94,38.11,937955.18,15.86,15.86,1318.55,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-18,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,349227.73,11.84,38.11,602756.78,20.82,20.82,1731.55,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-19,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,164298.64,6.74,20.83,284123.83,11.71,11.71,972.69,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-19,KALIMANTAN_ID,PARADIP,CAPESIZE,38679.4,10.13,242314.48,4.61,19.46,420415.93,8.22,8.22,683.34,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-19,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,156125.47,6.33,19.46,271282.2,11.16,11.16,927.38,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-19,KALIMANTAN_ID,VIZAG,CAPESIZE,38679.4,10.51,234229.99,4.65,19.58,405036.97,8.16,8.16,678.03,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-19,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,151228.56,6.37,19.58,261716.83,11.06,11.06,918.59,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-19,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,362990.95,12.18,39.06,626371.33,21.41,21.41,1779.33,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-19,NEWCASTLE_AU,PARADIP,CAPESIZE,38679.4,19.98,552771.21,8.68,37.69,955177.65,15.52,15.52,1289.41,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-19,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,354817.78,11.78,37.69,613529.7,20.87,20.87,1734.02,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-19,NEWCASTLE_AU,VIZAG,CAPESIZE,38679.4,20.53,549734.8,8.79,38.11,948494.01,15.57,15.57,1293.95,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-19,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,353151.64,11.9,38.11,609529.33,20.92,20.92,1738.34,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-22,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,165472.2,6.76,20.83,286153.29,11.74,11.74,974.98,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-22,KALIMANTAN_ID,PARADIP,CAPESIZE,35741.43,10.13,244045.29,4.45,19.46,423418.9,7.91,7.91,656.78,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-22,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,157240.65,6.35,19.46,273219.93,11.19,11.19,929.57,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-22,KALIMANTAN_ID,VIZAG,CAPESIZE,35741.43,10.51,235903.06,4.48,19.58,407930.1,7.84,7.84,651.25,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-22,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,152308.77,6.38,19.58,263586.24,11.08,11.08,920.7,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-22,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,365583.74,12.22,39.06,630845.41,21.48,21.48,1784.43,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-22,NEWCASTLE_AU,PARADIP,CAPESIZE,35741.43,19.98,556719.57,8.36,37.69,962000.35,14.91,14.91,1238.47,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-22,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,357352.19,11.81,37.69,617912.05,20.93,20.93,1739.01,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-22,NEWCASTLE_AU,VIZAG,CAPESIZE,35741.43,20.53,553661.48,8.46,38.11,955268.96,14.95,14.95,1242.4,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-22,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,355674.15,11.94,38.11,613883.11,20.98,20.98,1743.3,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-23,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,165732.99,6.76,20.83,286604.28,11.74,11.74,976.34,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-23,KALIMANTAN_ID,PARADIP,CAPESIZE,36678.07,10.13,244429.92,4.5,19.46,424086.23,8.02,8.02,666.58,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-23,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,157488.47,6.35,19.46,273650.54,11.19,11.19,930.86,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-23,KALIMANTAN_ID,VIZAG,CAPESIZE,36678.07,10.51,236274.86,4.54,19.58,408573.01,7.95,7.95,661.08,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-23,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,152548.81,6.39,19.58,264001.66,11.09,11.09,921.96,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-23,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,366159.92,12.23,39.06,631839.65,21.49,21.49,1787.11,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-23,NEWCASTLE_AU,PARADIP,CAPESIZE,36678.07,19.98,557596.99,8.47,37.69,963516.5,15.12,15.12,1257.52,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-23,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,357915.39,11.82,37.69,618885.91,20.95,20.95,1741.63,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-23,NEWCASTLE_AU,VIZAG,CAPESIZE,36678.07,20.53,554534.07,8.57,38.11,956774.51,15.17,15.17,1261.64,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-23,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,356234.71,11.94,38.11,614850.62,21.0,21.0,1745.92,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-24,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,167167.35,6.78,20.83,289084.72,11.78,11.78,978.58,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-24,KALIMANTAN_ID,PARADIP,CAPESIZE,39799.85,10.13,246545.36,4.7,19.46,427756.53,8.4,8.4,697.58,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-24,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,158851.47,6.37,19.46,276018.87,11.23,11.23,933.0,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-24,KALIMANTAN_ID,VIZAG,CAPESIZE,39799.85,10.51,238319.72,4.75,19.58,412109.05,8.33,8.33,692.2,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-24,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,153869.06,6.41,19.58,266286.49,11.12,11.12,924.01,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-24,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,369328.88,12.28,39.06,637307.97,21.57,21.57,1792.31,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-24,NEWCASTLE_AU,PARADIP,CAPESIZE,39799.85,19.98,562422.77,8.87,37.69,971855.35,15.86,15.86,1318.21,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-24,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,361013.01,11.87,37.69,624242.12,21.02,21.02,1746.74,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-24,NEWCASTLE_AU,VIZAG,CAPESIZE,39799.85,20.53,559333.34,8.98,38.11,965055.01,15.92,15.92,1322.92,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-24,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,359317.78,11.99,38.11,620171.91,21.07,21.07,1750.98,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-25,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,168732.09,6.8,20.83,291790.66,11.82,11.82,981.67,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-25,KALIMANTAN_ID,PARADIP,CAPESIZE,37084.28,10.13,248853.12,4.55,19.46,431760.49,8.11,8.11,673.63,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-25,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,160338.38,6.4,19.46,278602.51,11.27,11.27,935.96,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-25,KALIMANTAN_ID,VIZAG,CAPESIZE,37084.28,10.51,240550.48,4.59,19.58,415966.54,8.04,8.04,668.03,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-25,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,155309.33,6.43,19.58,268779.03,11.16,11.16,926.86,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-25,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,372785.94,12.32,39.06,643273.41,21.66,21.66,1799.18,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-25,NEWCASTLE_AU,PARADIP,CAPESIZE,37084.28,19.98,567687.26,8.58,37.69,980952.28,15.32,15.32,1272.47,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-25,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,364392.22,11.91,37.69,630085.26,21.11,21.11,1753.46,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-25,NEWCASTLE_AU,VIZAG,CAPESIZE,37084.28,20.53,564568.91,8.68,38.11,974088.29,15.37,15.37,1276.6,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-25,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,362681.13,12.04,38.11,625976.95,21.16,21.16,1757.65,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-26,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,170557.63,6.83,20.83,294947.6,11.86,11.86,985.78,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-26,KALIMANTAN_ID,PARADIP,CAPESIZE,34415.84,10.13,251545.5,4.41,19.46,436431.78,7.83,7.83,650.77,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-26,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,162073.11,6.42,19.46,281616.76,11.31,11.31,939.87,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-26,KALIMANTAN_ID,VIZAG,CAPESIZE,34415.84,10.51,243153.04,4.44,19.58,420466.95,7.76,7.76,644.93,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-26,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,156989.65,6.45,19.58,271687.0,11.2,11.2,930.65,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-26,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,376819.17,12.38,39.06,650233.1,21.76,21.76,1808.09,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-26,NEWCASTLE_AU,PARADIP,CAPESIZE,34415.84,19.98,573829.16,8.3,37.69,991565.37,14.79,14.79,1228.95,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-26,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,368334.64,11.97,37.69,636902.26,21.2,21.2,1762.19,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-26,NEWCASTLE_AU,VIZAG,CAPESIZE,34415.84,20.53,570677.08,8.4,38.11,984627.11,14.83,14.83,1232.5,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-26,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,366605.03,12.09,38.11,632749.5,21.25,21.25,1766.33,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-29,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,173035.15,6.87,20.83,299232.0,11.92,11.92,990.98,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-29,KALIMANTAN_ID,PARADIP,CAPESIZE,30935.25,10.13,255199.45,4.23,19.46,442771.38,7.47,7.47,620.83,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-29,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,164427.38,6.45,19.46,285707.52,11.37,11.37,944.84,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-29,KALIMANTAN_ID,VIZAG,CAPESIZE,30935.25,10.51,246685.08,4.25,19.58,426574.66,7.4,7.4,614.68,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-29,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,159270.08,6.48,19.58,275633.52,11.25,11.25,935.44,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-29,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,382292.85,12.46,39.06,659678.38,21.89,21.89,1819.52,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-29,NEWCASTLE_AU,PARADIP,CAPESIZE,30935.25,19.98,582164.6,7.94,37.69,1005968.84,14.1,14.1,1171.99,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-29,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,373685.07,12.05,37.69,646153.9,21.34,21.34,1773.38,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-29,NEWCASTLE_AU,VIZAG,CAPESIZE,30935.25,20.53,578966.73,8.02,38.11,998929.8,14.13,14.13,1174.8,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-29,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,371930.34,12.17,38.11,641940.81,21.38,21.38,1777.46,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-30,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,173426.34,6.87,20.83,299908.49,11.93,11.93,991.67,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-30,KALIMANTAN_ID,PARADIP,CAPESIZE,31028.9,10.13,255776.39,4.24,19.46,443772.37,7.49,7.49,622.14,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-30,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,164799.11,6.46,19.46,286353.43,11.38,11.38,945.5,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-30,KALIMANTAN_ID,VIZAG,CAPESIZE,31028.9,10.51,247242.77,4.26,19.58,427539.03,7.41,7.41,615.97,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-30,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,159630.15,6.49,19.58,276256.66,11.26,11.26,936.07,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-30,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,383157.11,12.47,39.06,661169.74,21.91,21.91,1821.07,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-30,NEWCASTLE_AU,PARADIP,CAPESIZE,31028.9,19.98,583480.72,7.96,37.69,1008243.07,14.13,14.13,1174.69,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-30,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,374529.88,12.06,37.69,647614.68,21.36,21.36,1774.91,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
